id,name,col1
93552801103,8AaCU8zbW,}%(&6Cm-q$Ht.Yy1
35848432622,bUsklIq8Z,m{4NbSYNBE^$:1u
16707173518,eZZzzea8Xt1,>K/TmNZc>Nf>GQfcc
66261328925,mjZWwUxoMW,JE]L#<NN_2IbW3P=
95896856647,hr6RdpDL0Y,N&?%1a<h2R*v;%'
50302019278,iPqO7dQlK,V*JA7wxy]gx#ZZ98k
19264780185,JT4l6qxJw8AO,r*eI3{XM}AFTLY.<h6
39587073918,SgqvsI5bGw,.)-pJ^=y/At7*J$CwA
23589390318,izhcTuU6C,xpJA(*1yXafRop7
76556097455,500CZ9WpAI1u,1RF.^QM;9b4p2Q9r
36393041177,8TBf4AscQ,Lgb6?t4gOV;&eiRZ;r
66628635726,2NBAGnqqs,"@OO,CkcH0V2!I"
60556976660,210VdyPsc,Q@@KE+odjGr5??E
60709182139,msTJ5aR2vr,_2Q3}ofc[6jH4AV.
21006276709,4LG0GT2p2Q,Pt]j<@m)]zh+=;Ev#
16448243592,RXqdU4aoWGc,=@j<Vk6Pf6alMfTzFK
12657970398,3XsFEZOh6r,&Do&Nz0aZXhV#6A1
81324035428,etB2Xp3k,]Z]O*.=&5]{B:vrvb
71166640155,3GHZmjglXYls,S6@a==RMS&*+
05572319791,WZ2PqY4kY,vqGg&;)tjx2%b/
91844865080,98PVSqXgN0H,8Sjf0xX^DKIw/5
48260126767,L6WBFsxAG,-{g(Xih/%;]c^5jX
16349423013,rTWPobcC,/}y)lL%=!vYHW
28743332163,pEaewJuevtvA,XYa8f/<CMz59KG
12675526045,a14fxAwL7,T=-cBn%Wsrtr7Ze
32746840722,uDLh3igvRVtn,p.cl6ZUv)C^d1D7j
85764371463,Aydv5DGzqX,3@s:k;)q>TPl[ywE
46371224095,a5GogqSb2SS,"n{E_Cd,D!?7SAuB"
