id,name,col1
09377310029,mlmnzSz4R8z,57mpdFkeD+bH-cs8Y
10978054027,ZXWxgsek8tS,5@X'}#4Y)Db%*TfuXn
69337044843,i8Bhz30rUyuJ,.ymXX!zqqp=:*(3@Iz
95896856647,hr6RdpDL0Y,N&?%1a<h2R*v;%'
19264780185,JT4l6qxJw8AO,r*eI3{XM}AFTLY.<h6
78889097196,L8YBSqJ6,0?waw#IF#f5+9FRlLE
12657970398,3XsFEZOh6r,&Do&Nz0aZXhV#6A1
71166640155,3GHZmjglXYls,S6@a==RMS&*+
23589390318,izhcTuU6C,xpJA(*1yXafRop7
05896962809,zpE3VzbuPx,qlwANTjR$%*L3?
91161417370,ZdUtV6LpTrK,P/?t_Oe1buosKP0h
85764371463,Aydv5DGzqX,3@s:k;)q>TPl[ywE
32746840722,uDLh3igvRVtn,p.cl6ZUv)C^d1D7j
66628635726,2NBAGnqqs,"@OO,CkcH0V2!I"
76556097455,500CZ9WpAI1u,1RF.^QM;9b4p2Q9r
93552801103,8AaCU8zbW,}%(&6Cm-q$Ht.Yy1
51061558275,fOjBRNd3Ua,7##nXD.T)Ux=*?WTL
21006276709,4LG0GT2p2Q,Pt]j<@m)]zh+=;Ev#
87160738374,53iXxdhH,"H2ASc,M;55rwPEVp8"
01190170403,dfZNzn3a,;929m_eYiAZx2l+B
58991097401,SxSiysTRXcr,"Ehj6!G^tJ%->aHwD,v"
39772562237,7VcCgbvp,"3e_uQ$E{H8nfsp*k,F"
05572319791,WZ2PqY4kY,vqGg&;)tjx2%b/
44150248612,9aqlJ4WYz,t26mhxFcz)$>
25914220058,xKtwUnN2PDNK,"m,Eiugh5L9oImYS'@&"
28743332163,pEaewJuevtvA,XYa8f/<CMz59KG
16707173518,eZZzzea8Xt1,>K/TmNZc>Nf>GQfcc
42352021695,fg6ZMcfSd,"t]K':'.BY-E,D9"
60709182139,msTJ5aR2vr,_2Q3}ofc[6jH4AV.
89570377390,tE0Tn4hrUxn,;.6]^H23Vf)v{$pT
50302019278,iPqO7dQlK,V*JA7wxy]gx#ZZ98k
12675526045,a14fxAwL7,T=-cBn%Wsrtr7Ze
35848432622,bUsklIq8Z,m{4NbSYNBE^$:1u
16349423013,rTWPobcC,/}y)lL%=!vYHW
69378809487,XIPWxdZVv,(7]k>wN8r:lu7Ix&
39587073918,SgqvsI5bGw,.)-pJ^=y/At7*J$CwA
77969286438,RCoHJ3xdsqth,l[zyfKC()2$*^Zx
87172268742,RVikH5rxD,",BB,IFo]4!9)c"
66261328925,mjZWwUxoMW,JE]L#<NN_2IbW3P=
81324035428,etB2Xp3k,]Z]O*.=&5]{B:vrvb
91844865080,98PVSqXgN0H,8Sjf0xX^DKIw/5
23323857233,cNJzn0ju,"%4e9aeNQ,7>J<%jD"
85971275200,5uGpzimuw31,*+hPk3USQRwt
60556976660,210VdyPsc,Q@@KE+odjGr5??E
89824739323,IHOW63r0,zm^8VuW2Lwkq;itP0
48260126767,L6WBFsxAG,-{g(Xih/%;]c^5jX
16448243592,RXqdU4aoWGc,=@j<Vk6Pf6alMfTzFK
18969888637,jd5vd7cbzxe,"3^njKQ=,qFz/GF"
02277281380,J05DRVCwnMEZ,igAsH71;e>ClI
36393041177,8TBf4AscQ,Lgb6?t4gOV;&eiRZ;r
