id,name,col1
09377310029,mlmnzSz4R8z,57mpdFkeD+bH-cs8Y
85971275200,5uGpzimuw31,*+hPk3USQRwt
51061558275,fOjBRNd3Ua,7##nXD.T)Ux=*?WTL
05896962809,zpE3VzbuPx,qlwANTjR$%*L3?
89570377390,tE0Tn4hrUxn,;.6]^H23Vf)v{$pT
87160738374,53iXxdhH,"H2ASc,M;55rwPEVp8"
02277281380,J05DRVCwnMEZ,igAsH71;e>ClI
42352021695,fg6ZMcfSd,"t]K':'.BY-E,D9"
44150248612,9aqlJ4WYz,t26mhxFcz)$>
25914220058,xKtwUnN2PDNK,"m,Eiugh5L9oImYS'@&"
58991097401,SxSiysTRXcr,"Ehj6!G^tJ%->aHwD,v"
23323857233,cNJzn0ju,"%4e9aeNQ,7>J<%jD"
69378809487,XIPWxdZVv,(7]k>wN8r:lu7Ix&
78889097196,L8YBSqJ6,0?waw#IF#f5+9FRlLE
87172268742,RVikH5rxD,",BB,IFo]4!9)c"
77969286438,RCoHJ3xdsqth,l[zyfKC()2$*^Zx
89824739323,IHOW63r0,zm^8VuW2Lwkq;itP0
69337044843,i8Bhz30rUyuJ,.ymXX!zqqp=:*(3@Iz
18969888637,jd5vd7cbzxe,"3^njKQ=,qFz/GF"
91161417370,ZdUtV6LpTrK,P/?t_Oe1buosKP0h
10978054027,ZXWxgsek8tS,5@X'}#4Y)Db%*TfuXn
01190170403,dfZNzn3a,;929m_eYiAZx2l+B
98963046733,CBiF04cBDQ,[_U>s2JKs%c-A{YDhd
45318046366,VEx2b4DcQaH1,OKpwvcXGrX(-D
39973863953,ES06D3Ztbm,=oc@5eF:rjJ<7Xc+
